autor,name_full,n,codigos
roberta casanovas tavares bello,Roberta Casanovas Tavares Bello,1,"{""73092"": 5}"
roberta de padua borges,Roberta de Pádua Borges,1,"{""73322"": 4}"
roberto antonio de araujo costa,Roberto Antônio de Araújo Costa,1,"{""73316"": 2}"
roberto benvenutti,Roberto Benvenutti,2,"{""66356"": 3, ""73683"": 7}"
roberto camargo narciso,Roberto Camargo Narciso,1,"{""66541"": 2}"
roberto ceratti manfro,Roberto Ceratti Manfro,2,"{""73204"": 1, ""73262"": 5}"
roberto da justa pires neto,Roberto da Justa Pires Neto,1,"{""66830"": 7}"
roberto eduardo salum,Roberto Eduardo Salum,1,"{""72768"": 7}"
roberto flavio silva pecoits filho,Roberto Flávio Silva Pecoits Filho,1,"{""66439"": 4}"
roberto kenji nakamura cuman,Roberto Kenji Nakamura Cuman,1,"{""74006"": 8}"
roberto luiz ribeiro,Roberto Luiz Ribeiro,1,"{""72701"": 6}"
roberto pecoits-filho,Roberto Pecoits-Filho,4,"{""66445"": 4, ""66576"": 7, ""66652"": 5, ""74013"": 3}"
roberto ribeiro rocha,Roberto Ribeiro Rocha,1,"{""71672"": 6}"
roberto savio silva santos,Roberto Sávio Silva Santos,3,"{""66655"": 2, ""66775"": 7, ""74143"": 5}"
roberto savio s. santos,Roberto Sávio S. Santos,1,"{""66569"": 4}"
robson salviano de matos,Robson Salviano de Matos,2,"{""66632"": 2, ""66633"": 6}"
robson salviano matos,Robson Salviano Matos,1,"{""66693"": 6}"
robson souza serralha,Robson Souza Serralha,1,"{""72726"": 1}"
robson s serralha,Robson S. Serralha,1,"{""68817"": 3}"
robson s. serralha,Robson S. Serralha,1,"{""72678"": 5}"
rocha,Rocha,1,"{""72736"": 3}"
rodolfo borges dos reis,Rodolfo Borges dos Reis,1,"{""73737"": 6}"
rodrigo azevedo de oliveira,Rodrigo Azevedo de Oliveira,3,"{""66565"": 8, ""66659"": 3, ""70607"": 3}"
rodrigo braz,Rodrigo Braz,1,"{""73624"": 7}"
rodrigo bueno de oliveira,Rodrigo Bueno de Oliveira,2,"{""73313"": 5, ""73690"": 8}"
rodrigo campos sales pimentel,Rodrigo Campos Sales Pimentel,6,"{""66440"": 6, ""66631"": 7, ""66685"": 1, ""66714"": 5, ""66716"": 1, ""66852"": 4}"
rodrigo de souza adao,Rodrigo de Souza Adão,1,"{""73578"": 7}"
rodrigo e beltrame,Rodrigo e Beltrame,1,"{""72620"": 1}"
rodrigo enokibara beltrame,Rodrigo Enokibara Beltrame,2,"{""72617"": 2, ""72620"": 2}"
rodrigo gomes da silva,Rodrigo Gomes da Silva,1,"{""73167"": 3}"
rodrigo jose melo do espirito santo,Rodrigo José Melo do Espírito Santo,2,"{""72925"": 2, ""72929"": 1}"
rodrigo jose ramalho,Rodrigo José Ramalho,3,"{""73024"": 4, ""73879"": 8, ""74158"": 7}"
rodrigo klein,Rodrigo Klein,1,"{""66883"": 6}"
rodrigo martins pereira,Rodrigo Martins Pereira,1,"{""74143"": 6}"
rodrigo mazzini calmon alves,Rodrigo Mazzini Calmon Alves,1,"{""66597"": 3}"
rodrigo moura da silva,Rodrigo Moura da Silva,1,"{""72683"": 7}"
rodrigo piloto de oliveira batanero,Rodrigo Piloto de Oliveira Batanero,1,"{""66532"": 1}"
rodrigo rezer lopes,Rodrigo Rezer Lopes,1,"{""73423"": 4}"
rodrigo schinniger assun garcia,Rodrigo Schinniger Assun Garcia,1,"{""66466"": 8}"
rodrigo tavares dantas,Rodrigo Tavares Dantas,1,"{""66586"": 2}"
rodrigo zamprogna,Rodrigo Zamprogna,4,"{""66842"": 7, ""73086"": 2, ""74245"": 5, ""74368"": 2}"
roger assis alexandre,Roger Assis Alexandre,1,"{""73109"": 6}"
rogerio baumgratz de paula,Rogério Baumgratz de Paula,4,"{""66587"": 7, ""66675"": 6, ""66793"": 6, ""72892"": 2}"
rogerio boff borges,Rogério Boff Borges,1,"{""72920"": 4}"
rogerio carvalho de oliveira,Rogério Carvalho de Oliveira,1,"{""73979"": 3}"
rogerio da hora passos,Rogério da Hora Passos,5,"{""66351"": 3, ""66352"": 1, ""66385"": 3, ""66386"": 1, ""66702"": 2}"
rogerio muylaert de carvalho britto,Rogerio Muylaert de Carvalho Britto,1,"{""73388"": 5}"
ronaldo almeida de freitas filho,Ronaldo Almeida de Freitas Filho,3,"{""66396"": 3, ""66442"": 5, ""73421"": 4}"
ronaldo altenburg odebrecht curi gismondi,Ronaldo Altenburg Odebrecht Curi Gismondi,1,"{""72613"": 4}"
ronaldo de castro borges,Ronaldo de Castro Borges,1,"{""74232"": 4}"
ronaldo de matos esmeraldo,Ronaldo de Matos Esmeraldo,5,"{""66425"": 7, ""66440"": 2, ""66441"": 8, ""66500"": 7, ""66760"": 8}"
ronaldo roberto bergamo,Ronaldo Roberto Bérgamo,1,"{""72907"": 7}"
ronilson goncalves rocha,Ronilson Gonçalves Rocha,1,"{""73172"": 6}"
rosa m a moyses,Rosa M. A. Moysés,2,"{""72975"": 5, ""74013"": 2}"
rosa m. a. moyses,Rosa M. A. Moysés,1,"{""73622"": 5}"
rosa ma moyses,Rosa Ma Moysés,1,"{""73666"": 6}"
rosa maria affonso moyses,Rosa Maria Affonso Moysés,1,"{""73708"": 7}"
rosangela munhoz montenegro,Rosangela Munhoz Montenegro,1,"{""73204"": 2}"
rose cassia teixeira lacerda,Rose Cássia Teixeira Lacerda,1,"{""73727"": 5}"
rose daiane torres sales barbosa,Rose Daiane Torres Sales Barbosa,1,"{""73962"": 6}"
roseline de oliveira calisto lima,Roseline de Oliveira Calisto Lima,1,"{""73404"": 6}"
rosemary masterson,Rosemary Masterson,2,"{""66590"": 2, ""66601"": 2}"
rosemere tenorio de souza,Rosemere Tenório de Souza,1,"{""66654"": 7}"
rosileia pereira rodrigues alves,Rosileia Pereira Rodrigues Alves,2,"{""72932"": 3, ""73020"": 2}"
rosilene m elias,Rosilene M. Elias,2,"{""73639"": 7, ""73808"": 8}"
rosilene m. elias,Rosilene M. Elias,1,"{""73622"": 6}"
rosilene motta elias,Rosilene Motta Elias,5,"{""72975"": 3, ""73023"": 4, ""73030"": 3, ""73578"": 3, ""73666"": 5}"
rosimere lima alves,Rosimere Lima Alves,1,"{""66483"": 4}"
rosineia da silva nascimento,Rosineia da Silva Nascimento,1,"{""73265"": 6}"
rozeli biedrzycki,Rozeli Biedrzycki,2,"{""72956"": 4, ""72987"": 4}"
ruana ruth santos ferreira,Ruana Ruth Santos Ferreira,1,"{""72929"": 7}"
ruana sousa girardi,Ruana Sousa Girardi,2,"{""73548"": 2, ""73554"": 3}"
rubens sergio da silva franco,Rubens Sergio da Silva Franco,1,"{""66585"": 6}"
rui arlindo castro,Rui Arlindo Castro,1,"{""66648"": 5}"
rute cante de figueiredo,Rute Canté de Figueiredo,2,"{""73590"": 4, ""73677"": 4}"
sabina de geest,Sabina de Geest,1,"{""66663"": 4}"
sabrina hernandes conceicao,Sabrina Hernandes Conceição,1,"{""73963"": 5}"
sabrina nunes fernandes de lima,Sabrina Nunes Fernandes de Lima,1,"{""66399"": 1}"
sabrina r. gonsalez,Sabrina R. Gonsalez,1,"{""66533"": 8}"
sabrina silveira alcure,Sabrina Silveira Alcure,5,"{""66495"": 2, ""66618"": 3, ""66624"": 1, ""66632"": 5, ""66681"": 3}"
sabrina zanardi machado,Sabrina Zanardi Machado,1,"{""73027"": 3}"
saiane sampaio alves da silva,Saiane Sampaio Alves da Silva,1,"{""74250"": 5}"
samanta nascimento cesario,Samanta Nascimento Cesário,1,"{""66680"": 2}"
samanta samara bichara dos santos,Samanta Samara Bichara dos Santos,1,"{""66380"": 4}"
samile sallaberry echeverria silveira,Samile Sallaberry Echeverria Silveira,2,"{""73717"": 5, ""74242"": 3}"
samirah abreu gomes,Samirah Abreu Gomes,1,"{""73686"": 3}"
samira martins vieira dias,Samira Martins Vieira Dias,1,"{""72701"": 8}"
sammara azevedo guedes,Sammara Azevedo Guedes,1,"{""66672"": 1}"
samuel de souza barbosa,Samuel de Souza Barbosa,1,"{""73675"": 7}"
sandra caires serrano,Sandra Caires Serrano,1,"{""73536"": 5}"
sandra caroline yokoyama,Sandra Caroline Yokoyama,1,"{""66808"": 2}"
sandra ferreira stanisck reis,Sandra Ferreira Stanisck Reis,1,"{""73964"": 6}"
sandra helena britto lorentz,Sandra Helena Britto Lorentz,1,"{""66509"": 4}"
sandra maria rodrigues laranja,Sandra Maria Rodrigues Laranja,1,"{""73304"": 8}"
sandro aculha espindola,Sandro Aculha Espíndola,1,"{""66519"": 4}"
sara guimaraes figueira,Sara Guimarães Figueira,1,"{""73117"": 3}"
sarah baltasar ribeiro nogueira,Sarah Baltasar Ribeiro Nogueira,2,"{""66387"": 5, ""66817"": 6}"
sarah bortolucci dagostinho,Sarah Bortolucci Dagostinho,1,"{""73879"": 3}"
sarah de castro,Sarah de Castro,1,"{""74140"": 5}"
sara rodrigues,Sara Rodrigues,1,"{""66687"": 2}"
sara soares tozoni,Sara Soares Tozoni,1,"{""66652"": 2}"
saskia thamyles bezerra coutinho,Saskia Thamyles Bezerra Coutinho,1,"{""66448"": 8}"
saulo jose da costa feitosa,Saulo José da Costa Feitosa,3,"{""66824"": 8, ""66827"": 1, ""66837"": 1}"
saulo roberto martins beiruth,Saulo Roberto Martins Beiruth,2,"{""73717"": 6, ""74242"": 6}"
savio de oliveira brilhante,Sávio de Oliveira Brilhante,4,"{""66500"": 5, ""66714"": 2, ""66852"": 7, ""66878"": 4}"
scheila do socorro avila da costa de oliveira,Scheila do Socorro Ávila da Costa de Oliveira,1,"{""73505"": 1}"
secretaria municipal de saude,Secretaria Municipal de Saude,1,"{""66509"": 5}"
sefora de freitas pascoal,Séfora de Freitas Pascoal,1,"{""66877"": 4}"
sergio antonio dias da silveira junior,Sergio Antonio Dias da Silveira Junior,2,"{""72977"": 2, ""72978"": 2}"
sergio bucharles,Sérgio Bucharles,1,"{""70852"": 1}"
sergio burcharles,Sérgio Burcharles,1,"{""73086"": 8}"
sergio dias,sergio dias,1,"{""72978"": 1}"
sergio felix ximenes,Sergio Félix Ximenes,1,"{""73073"": 7}"
sergio gardano elias bucharles,Sérgio Gardano Elias Bucharles,1,"{""66838"": 2}"
sergio henrique caixeta,Sérgio Henrique Caixeta,1,"{""66640"": 8}"
sergio jose costa barbosa,Sérgio José Costa Barbosa,1,"{""66389"": 2}"
sergio luiz arruda parente filho,Sérgio Luiz Arruda Parente Filho,2,"{""66716"": 5, ""66823"": 6}"
sergio wyton lima pinto,Sérgio Wyton Lima Pinto,1,"{""66673"": 7}"
sheila borges,Sheila Borges,1,"{""66206"": 1}"
sheila de araujo barboza,Sheila de Araujo Barboza,1,"{""74356"": 2}"
sheila patricia rocha,Sheila Patricia Rocha,1,"{""66456"": 2}"
shirley hayashi,Shirley Hayashi,1,"{""73173"": 4}"
sibele lessa braga,Sibele Lessa Braga,1,"{""73062"": 7}"
sibele sauzem milano,Sibele Sauzem Milano,6,"{""66842"": 5, ""66853"": 2, ""66864"": 2, ""72610"": 2, ""72626"": 2, ""74175"": 2}"
silvana daher costa,Silvana Daher Costa,3,"{""66425"": 5, ""66500"": 1, ""66760"": 1}"
silvana maria carvalho miranda,Silvana Maria Carvalho Miranda,3,"{""66741"": 7, ""66834"": 4, ""76560"": 4}"
silvia corradi faria de medeiros,Sílvia Corradi Faria de Medeiros,1,"{""74171"": 3}"
silvia corradi faria medeiros,Silvia Corradi Faria Medeiros,1,"{""73761"": 8}"
silvia hokazono,Silvia Hokazono,1,"{""66698"": 4}"
silvia mara tasso,Sílvia Mara Tasso,1,"{""71672"": 5}"
silvia maria de sa basilio lins,Silvia Maria de Sá Basilio Lins,5,"{""66404"": 6, ""66405"": 3, ""66680"": 6, ""66688"": 7, ""70094"": 5}"
silvia regina da cruz,Silvia Regina da Cruz,1,"{""73505"": 5}"
silvia teresa carvalho de araujo,Silvia Teresa Carvalho de Araújo,2,"{""66874"": 7, ""73374"": 3}"
simone brandao da cunha bandeira,Simone Brandão da Cunha Bandeira,1,"{""66788"": 2}"
simone collopy,Simone Collopy,1,"{""74075"": 4}"
simone s.c. oliveira,Simone S. C. Oliveira,1,"{""66533"": 5}"
simone vieira,Simone Vieira,1,"{""73422"": 8}"
sirlei regina de sousa,Sirlei Regina de Sousa,2,"{""72977"": 6, ""72978"": 7}"
sofia de sa guimaraes cerqueira,Sofia de Sá Guimarães Cerqueira,1,"{""66648"": 2}"
sofia jorge,Sofia Jorge,1,"{""73207"": 7}"
sofia silva pinto,Sofia Silva Pinto,1,"{""66353"": 2}"
solomon cohney,Solomon Cohney,2,"{""66590"": 6, ""66601"": 7}"
sonia leite de silva,Sonia Leite de Silva,1,"{""73730"": 6}"
sonia maria holanda almeida araujo,Sonia Maria Holanda Almeida Araujo,2,"{""66636"": 7, ""66650"": 6}"
sonia maria lopes sanches trecco,Sonia Maria Lopes Sanches Trecco,1,"{""66357"": 3}"
sophia gaspar carvalho da silva vieira trevia,Sophia Gaspar Carvalho da Silva Vieira Trévia,1,"{""66729"": 3}"
sophia simas strzygowski,Sophia Simas Strzygowski,3,"{""66480"": 2, ""66695"": 1, ""66896"": 5}"
soraia cristina cantini,Soraia Cristina Cantini,3,"{""72902"": 1, ""73913"": 7, ""74140"": 4}"
soraia de freitas tavares damaso,Soraia de Freitas Tavares Damaso,1,"{""66673"": 2}"
soraia rodrigues cundari,Soraia Rodrigues Cundari,2,"{""73419"": 5, ""73422"": 4}"
soraya goreti rocha machado,Soraya Goreti Rocha Machado,2,"{""73775"": 2, ""73782"": 6}"
soraya mayumi sasaoka zamoner,Soraya Mayumi Sasaoka Zamoner,1,"{""66516"": 1}"
stanley de almeida araujo,Stanley de Almeida Araújo,2,"{""66565"": 2, ""73765"": 3}"
stefanie dias rodrigues,Stéfanie Dias Rodrigues,2,"{""66676"": 3, ""66704"": 3}"
stella faustino pinto pessoa,Stella Faustino Pinto Pessoa,1,"{""66715"": 3}"
stella padua nogueira teixeira,Stella Pádua Nogueira Teixeira,1,"{""74150"": 6}"
stenio barbosa de freitas,Stênio Barbosa de Freitas,5,"{""66673"": 6, ""66697"": 6, ""66806"": 6, ""73775"": 3, ""73782"": 3}"
stenio cerqueira de ataide,Stênio Cerqueira de Ataíde,1,"{""73459"": 3}"
stephanie emanuela araujo santana,Stephanie Emanuela Araujo Santana,1,"{""73834"": 6}"
stephany cristiane correa,Stephany Cristiane Corrêa,1,"{""66701"": 4}"
stephen holt,Stephen Holt,1,"{""66601"": 5}"
susana zanardo chiozi,Susana Zanardo Chiozi,1,"{""66850"": 5}"
susane fanton adam,Susane Fanton Adam,1,"{""66356"": 2}"
susan soares de carvalho,Susan Soares de Carvalho,2,"{""66560"": 1, ""73809"": 4}"
suzana greffin,Suzana Greffin,2,"{""72614"": 4, ""74120"": 4}"
suzana mara cordeiro eloia,Suzana Mara Cordeiro Eloia,2,"{""73746"": 6, ""74255"": 6}"
suzana rodrigues de souza leite,Suzana Rodrigues de Souza Leite,2,"{""72932"": 8, ""72933"": 6}"
suzani naomi higa,Suzani Naomi Higa,4,"{""72661"": 2, ""72662"": 2, ""72711"": 4, ""72713"": 4}"
taciana nunes martins dantas,Taciana Nunes Martins Dantas,1,"{""74030"": 3}"
tacilla hanny de souza andrade,Tacilla Hanny de Souza Andrade,1,"{""66761"": 5}"
tacyana picinin,Tacyana Picinin,1,"{""66521"": 2}"
tacyano tavares leite,Tacyano Tavares Leite,2,"{""66714"": 8, ""73807"": 1}"
taina barros ventura,Taina Barros Ventura,1,"{""66484"": 3}"
tainara de melo rezende,Tainara de Melo Rezende,1,"{""74379"": 3}"
taina veras de sandes freitas,Tainá Veras de Sandes Freitas,1,"{""66425"": 8}"
taina veras de sandes-freitas,Tainá Veras de Sandes-Freitas,5,"{""66440"": 1, ""66441"": 1, ""66500"": 8, ""66760"": 2, ""66765"": 8}"
tais silveira assmann,Taís Silveira Assmann,1,"{""73000"": 5}"
tais thomsen silveira,Tais Thomsen Silveira,1,"{""73122"": 3}"
talita menon,Talita Menon,1,"{""73035"": 5}"
talita rodrigues de mendoza alencar,Talita Rodrigues de Mendoza Alencar,1,"{""66877"": 5}"
talita rojas,Talita Rojas,1,"{""72540"": 5}"
talita rossana mesquita bonfim,Talita Rossana Mesquita Bonfim,1,"{""66645"": 4}"
tallys de souza furtado,Tallys de Souza Furtado,10,"{""66683"": 6, ""66691"": 6, ""66694"": 7, ""66696"": 6, ""66700"": 5, ""66705"": 8, ""66717"": 6, ""66720"": 6, ""66722"": 7, ""66801"": 1}"
tamires chaves correa,Tamires Chaves Corrêa,2,"{""66844"": 1, ""66863"": 4}"
tamires de paiva rocha,Tamires de Paiva Rocha,1,"{""72976"": 4}"
tamires dos reis diniz,Tamires dos Reis Diniz,1,"{""74255"": 3}"
tamiris de castro sales,Tamiris de Castro Sales,1,"{""66721"": 4}"
tamyres soares de amorim,Tamyres Soares de Amorim,1,"{""66598"": 2}"
tania brandao rios,Tania Brandão Rios,1,"{""66562"": 3}"
tania leme da rocha martinez,Tânia Leme da Rocha Martinez,6,"{""66547"": 8, ""66570"": 8, ""66739"": 8, ""66745"": 8, ""74046"": 8, ""74225"": 8}"
tania l r martinez,Tania L. R. Martinez,2,"{""66534"": 8, ""66611"": 8}"
tania maria da silva,Tânia Maria da Silva,1,"{""66356"": 1}"
tania maria de souza fontes,Tânia Maria de Souza Fontes,2,"{""73662"": 7, ""73685"": 6}"
tania marisa pisi garcia,Tânia Marisa Pisi Garcia,1,"{""66467"": 3}"
tarcisio santana gomes,Tarcísio Santana Gomes,1,"{""66682"": 2}"
tassia lima bernardino castro,Tássia Lima Bernardino Castro,1,"{""66806"": 2}"
tassia peixoto,Tassia Peixoto,1,"{""72929"": 3}"
tatiana abrao,Tatiana Abrão,1,"{""74225"": 7}"
tatiana amorim,Tatiana Amorim,1,"{""73565"": 7}"
tatiana menezes pereira,Tatiana Menezes Pereira,6,"{""66397"": 7, ""66398"": 7, ""66561"": 1, ""66575"": 8, ""66759"": 7, ""68585"": 7}"
tatiana pereira abrao,Tatiana Pereira Abrão,1,"{""66611"": 6}"
tatiana pereira de paula,Tatiana Pereira de Paula,2,"{""66595"": 5, ""66788"": 1}"
tatiana sugayama de paula,Tatiana Sugayama de Paula,2,"{""73883"": 8, ""74265"": 8}"
tatiane da silva campos,Tatiane da Silva Campos,5,"{""66404"": 1, ""66405"": 1, ""66680"": 8, ""66688"": 8, ""70094"": 6}"
tatiane goncalves gomes de novais do rio,Tatiane Gonçalves Gomes de Novais do Rio,2,"{""73419"": 4, ""73422"": 3}"
tattiana menezes pereira,Tattiana Menezes Pereira,2,"{""66539"": 8, ""66540"": 8}"
tayana de sousa neves,Tayana de Sousa Neves,1,"{""72681"": 3}"
tayse tamara da paixao duarte,Tayse Tamara da Paixão Duarte,3,"{""66771"": 1, ""66778"": 2, ""66797"": 2}"
telma de jesus soares,Telma de Jesus Soares,3,"{""72969"": 7, ""72976"": 7, ""72979"": 7}"
teresa jeronimo,Teresa Jerónimo,1,"{""73988"": 3}"
teresa kariny pontes barroso,Teresa Kariny Pontes Barroso,1,"{""73606"": 8}"
teresa m. p. r. morgado,Teresa M. P. R. Morgado,1,"{""66648"": 6}"
tereza luiza bellincanta fakhouri,Tereza Luiza Bellincanta Fakhouri,1,"{""66739"": 7}"
tereza rosane de araujo felipe torres lima,Tereza Rosane de Araújo Felipe Torres Lima,1,"{""66548"": 7}"
terezinha de jesus lima tavares,Terezinha de Jesus Lima Tavares,1,"{""72980"": 6}"
thaiany pereira da rocha,Thaiany Pereira da Rocha,4,"{""66546"": 5, ""66574"": 5, ""66600"": 6, ""66619"": 4}"
thainara freitas ribeiro,Thainara Freitas Ribeiro,3,"{""66651"": 3, ""66660"": 2, ""66814"": 2}"
thainara lopes da silva,Thainara Lopes da Silva,1,"{""66836"": 3}"
thais domingues dias,Thais Domingues Dias,1,"{""73304"": 3}"
thais nunes chicralla,Thaís Nunes Chicralla,1,"{""66535"": 5}"
thais oliveira tavares,Thais Oliveira Tavares,2,"{""73775"": 4, ""73782"": 4}"
thais regina mezzomo,Thais Regina Mezzomo,1,"{""73334"": 7}"
thais r moreira,Thaís R. Moreira,1,"{""66736"": 1}"
thaiza passaglia bernardes,Thaiza Passaglia Bernardes,1,"{""73490"": 6}"
thalia kenne santos,Thalia Kenne Santos,1,"{""74389"": 8}"
thalita alvarenga ferradosa paula,Thalita Alvarenga Ferradosa Paula,1,"{""66492"": 2}"
thalita christina da costa lima,Thalita Christina da Costa Lima,1,"{""73212"": 3}"
thalita lauanna ferreira,Thalita Lauanna Ferreira,1,"{""73016"": 6}"
thalita magalhaes uchoa,Thalita Magalhães Uchôa,2,"{""66326"": 1, ""66726"": 2}"
thalita uchoa,Thalita Uchoa,1,"{""66711"": 4}"
thalles trindade de abreu,Thalles Trindade de Abreu,1,"{""66673"": 8}"
thamara pessamilio carneiro,Thamara Pessamilio Carneiro,2,"{""66673"": 4, ""66697"": 5}"
thamara rodrigues duarte,Thamara Rodrigues Duarte,1,"{""73626"": 3}"
thamiris quiqueto marinelli amsei,Thamiris Quiqueto Marinelli Amsei,1,"{""74340"": 3}"
thanara da conceicao da silva,Thanara da Conceição da Silva,2,"{""73467"": 1, ""73477"": 8}"
thanara da conceicao silva,Thanara da Conceição Silva,1,"{""73162"": 6}"
thatiane noel ximenes,Thatiane Noel Ximenes,1,"{""72613"": 1}"
thiago de azevedo reis,Thiago de Azevedo Reis,1,"{""73442"": 1}"
thiago de sousa farias,Thiago de Sousa Farias,2,"{""72959"": 2, ""74131"": 4}"
thiago florencio da silva,Thiago Florencio da Silva,1,"{""74142"": 1}"
thiago gabriel simor,Thiago Gabriel Simor,1,"{""66580"": 3}"
thiago gomes romano,Thiago Gomes Romano,2,"{""66510"": 7, ""66512"": 7}"
thiago lopes do nascimento,Thiago Lopes do Nascimento,2,"{""72959"": 1, ""74131"": 7}"
thiago macedo lopes correia,Thiago Macedo Lopes Correia,1,"{""72979"": 4}"
thiago mamoru sakae,Thiago Mamôru Sakae,2,"{""66558"": 4, ""66568"": 3}"
thiago pereira itaquy,Thiago Pereira Itaquy,1,"{""72630"": 3}"
thiago potrich rodrigues,Thiago Potrich Rodrigues,1,"{""73879"": 2}"
thiago xavier belem miguel,Thiago Xavier Belém Miguel,3,"{""66651"": 2, ""66660"": 1, ""66814"": 4}"
thomaz canedo de magalhaes filho,Thomaz Canedo de Magalhaes Filho,1,"{""66376"": 2}"
thyago p. de moraes,Thyago P. de Moraes,1,"{""74013"": 7}"
thyago proenca de moraes,Thyago Proença de Moraes,1,"{""66439"": 5}"
tiago barros prates,Tiago Barros Prates,1,"{""66608"": 3}"
tiago furtado pereira,Tiago Furtado Pereira,1,"{""73092"": 2}"
tiago lemos cerqueira,Tiago Lemos Cerqueira,4,"{""73739"": 7, ""73761"": 5, ""73765"": 8, ""74171"": 7}"
tiago lima sampaio,Tiago Lima Sampaio,1,"{""66586"": 4}"
tiago ribeiro lemos,tiago ribeiro lemos,1,"{""66376"": 3}"
tiago tadashi dias monma,Tiago Tadashi Dias Monma,5,"{""66465"": 7, ""66556"": 4, ""66733"": 6, ""73691"": 6, ""73737"": 1}"
tiberio cezar de souza figueiredo,Tibério Cézar de Souza Figueiredo,1,"{""73212"": 8}"
tomaz edson henrique vasconcelosasconcelos,Tomaz Edson Henrique Vasconcelosasconcelos,1,"{""66641"": 7}"
tricya nunes vieira bueloni,Tricya Nunes Vieira Bueloni,1,"{""72358"": 1}"
tuany domenico,Tuany Domenico,1,"{""73204"": 5}"
valdes roberto bollela,Valdes Roberto Bollela,1,"{""66556"": 7}"
valdir junior santos gouveia,Valdir Júnior Santos Gouveia,2,"{""73590"": 6, ""73677"": 6}"
valeria hong,Valeria Hong,1,"{""73053"": 3}"
valeria soares pigozzi veloso,Valéria Soares Pigozzi Veloso,3,"{""66651"": 6, ""66660"": 7, ""66814"": 6}"
valeria valim cristo,Valeria Valim Cristo,1,"{""66608"": 2}"
valfrido leao de melo neto,Valfrido Leão de Melo Neto,1,"{""74014"": 3}"
valkercyo araujo feitosa,Valkercyo Araújo Feitosa,2,"{""73639"": 1, ""73877"": 1}"
valter duro garcia,Valter Duro Garcia,1,"{""66423"": 2}"
vanda jorgetti,Vanda Jorgetti,3,"{""73666"": 7, ""73708"": 2, ""74013"": 6}"
